id,company,tweet
348.0,21.0,180.0
354.0,21.0,76.0
422.0,25.0,308.0
399.0,24.0,293.0
17.0,1.0,420.0
54.0,3.0,98.0
88.0,6.0,286.0
303.0,18.0,162.0
410.0,25.0,369.0
96.0,4.0,117.0
121.0,11.0,449.0
264.0,12.0,312.0
208.0,15.0,10.0
366.0,22.0,310.0
61.0,3.0,379.0
75.0,6.0,145.0
85.0,6.0,111.0
313.0,18.0,342.0
308.0,18.0,9.0
11.0,0.0,99.0
320.0,19.0,347.0
